"code","billable","short_desc","long_desc","three_digit","major","sub_chapter","chapter"
"8799",TRUE,"Opn wound site NOS-compl","Open wound(s) (multiple) of unspecified site(s), complicated","879","Open wound of other and unspecified sites, except limbs","Open Wounds","Injury And Poisoning"
"880",FALSE,"Open wound of shoulder and upper arm","Open wound of shoulder and upper arm","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"8800",FALSE,"Without mention of complication","Without mention of complication","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88000",TRUE,"Open wound of shoulder","Open wound of shoulder region, without mention of complication","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88001",TRUE,"Open wound of scapula","Open wound of scapular region, without mention of complication","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88002",TRUE,"Open wound of axilla","Open wound of axillary region, without mention of complication","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88003",TRUE,"Open wound of upper arm","Open wound of upper arm, without mention of complication","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88009",TRUE,"Mult open wound shoulder","Open wound of multiple sites of shoulder and upper arm, without mention of complication","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"8801",FALSE,"Complicated","Complicated","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88010",TRUE,"Open wnd shoulder-compl","Open wound of shoulder region, complicated","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88011",TRUE,"Open wound scapula-compl","Open wound of scapular region, complicated","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88012",TRUE,"Open wound axilla-compl","Open wound of axillary region, complicated","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88013",TRUE,"Open wnd upper arm-compl","Open wound of upper arm, complicated","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88019",TRUE,"Mult opn wnd should-comp","Open wound of multiple sites of shoulder and upper arm, complicated","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"8802",FALSE,"With tendon involvement","With tendon involvement","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88020",TRUE,"Opn wnd shouldr w tendon","Open wound of shoulder region, with tendon involvement","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88021",TRUE,"Opn wnd scapula w tendon","Open wound of scapular region, with tendon involvement","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88022",TRUE,"Open wnd axilla w tendon","Open wound of axillary region, with tendon involvement","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88023",TRUE,"Open wnd up arm w tendon","Open wound of upper arm, with tendon involvement","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"88029",TRUE,"Mlt opn wnd shldr w tend","Open wound of multiple sites of shoulder and upper arm, with tendon involvement","880","Open wound of shoulder and upper arm","Open Wounds","Injury And Poisoning"
"881",FALSE,"Open wound of elbow, forearm, and wrist","Open wound of elbow, forearm, and wrist","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"8810",FALSE,"Without mention of complication","Without mention of complication","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88100",TRUE,"Open wound of forearm","Open wound of forearm, without mention of complication","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88101",TRUE,"Open wound of elbow","Open wound of elbow, without mention of complication","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88102",TRUE,"Open wound of wrist","Open wound of wrist, without mention of complication","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"8811",FALSE,"Complicated","Complicated","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88110",TRUE,"Open wound forearm-compl","Open wound of forearm, complicated","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88111",TRUE,"Open wound elbow-complic","Open wound of elbow, complicated","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88112",TRUE,"Open wound wrist-complic","Open wound of wrist, complicated","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"8812",FALSE,"With tendon involvement","With tendon involvement","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88120",TRUE,"Open wnd forearm w tendn","Open wound of forearm, with tendon involvement","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88121",TRUE,"Opn wound elbow w tendon","Open wound of elbow, with tendon involvement","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"88122",TRUE,"Opn wound wrist w tendon","Open wound of wrist, with tendon involvement","881","Open wound of elbow, forearm, and wrist","Open Wounds","Injury And Poisoning"
"882",FALSE,"Open wound of hand except finger(s) alone","Open wound of hand except finger(s) alone","882","Open wound of hand except finger(s) alone","Open Wounds","Injury And Poisoning"
"8820",TRUE,"Open wound of hand","Open wound of hand except finger(s) alone, without mention of complication","882","Open wound of hand except finger(s) alone","Open Wounds","Injury And Poisoning"
"8821",TRUE,"Opn wound hand-complicat","Open wound of hand except finger(s) alone, complicated","882","Open wound of hand except finger(s) alone","Open Wounds","Injury And Poisoning"
"8822",TRUE,"Open wound hand w tendon","Open wound of hand except finger(s) alone, with tendon involvement","882","Open wound of hand except finger(s) alone","Open Wounds","Injury And Poisoning"
"883",FALSE,"Open wound of finger(s)","Open wound of finger(s)","883","Open wound of finger(s)","Open Wounds","Injury And Poisoning"
"8830",TRUE,"Open wound of finger","Open wound of finger(s), without mention of complication","883","Open wound of finger(s)","Open Wounds","Injury And Poisoning"
"8831",TRUE,"Open wound finger-compl","Open wound of finger(s), complicated","883","Open wound of finger(s)","Open Wounds","Injury And Poisoning"
"8832",TRUE,"Open wnd finger w tendon","Open wound of finger(s), with tendon involvement","883","Open wound of finger(s)","Open Wounds","Injury And Poisoning"
"884",FALSE,"Multiple and unspecified open wound of upper limb","Multiple and unspecified open wound of upper limb","884","Multiple and unspecified open wound of upper limb","Open Wounds","Injury And Poisoning"
"8840",TRUE,"Open wound arm mult/NOS","Multiple and unspecified open wound of upper limb, without mention of complication","884","Multiple and unspecified open wound of upper limb","Open Wounds","Injury And Poisoning"
"8841",TRUE,"Open wound arm NOS-compl","Multiple and unspecified open wound of upper limb, complicated","884","Multiple and unspecified open wound of upper limb","Open Wounds","Injury And Poisoning"
"8842",TRUE,"Opn wnd arm NOS w tendon","Multiple and unspecified open wound of upper limb, with tendon involvement","884","Multiple and unspecified open wound of upper limb","Open Wounds","Injury And Poisoning"
"885",FALSE,"Traumatic amputation of thumb (complete) (partial)","Traumatic amputation of thumb (complete) (partial)","885","Traumatic amputation of thumb (complete) (partial)","Open Wounds","Injury And Poisoning"
"8850",TRUE,"Amputation thumb","Traumatic amputation of thumb (complete)(partial), without mention of complication","885","Traumatic amputation of thumb (complete) (partial)","Open Wounds","Injury And Poisoning"
"8851",TRUE,"Amputation thumb-compl","Traumatic amputation of thumb (complete)(partial), complicated","885","Traumatic amputation of thumb (complete) (partial)","Open Wounds","Injury And Poisoning"
"886",FALSE,"Traumatic amputation of other finger(s) (complete) (partial)","Traumatic amputation of other finger(s) (complete) (partial)","886","Traumatic amputation of other finger(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8860",TRUE,"Amputation finger","Traumatic amputation of other finger(s) (complete) (partial), without mention of complication","886","Traumatic amputation of other finger(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8861",TRUE,"Amputation finger-compl","Traumatic amputation of other finger(s) (complete) (partial), complicated","886","Traumatic amputation of other finger(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"887",FALSE,"Traumatic amputation of arm and hand (complete) (partial)","Traumatic amputation of arm and hand (complete) (partial)","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8870",TRUE,"Amput below elb, unilat","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8871",TRUE,"Amp below elb, unil-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, complicated","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8872",TRUE,"Amput abv elbow, unilat","Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, without mention of complication","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8873",TRUE,"Amput abv elb, unil-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, at or above elbow, complicated","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8874",TRUE,"Amputat arm, unilat NOS","Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, without mention of complication","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8875",TRUE,"Amput arm, unil NOS-comp","Traumatic amputation of arm and hand (complete) (partial), unilateral, level not specified, complicated","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8876",TRUE,"Amputation arm, bilat","Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], without mention of complication","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"8877",TRUE,"Amputat arm, bilat-compl","Traumatic amputation of arm and hand (complete) (partial), bilateral [any level], complicated","887","Traumatic amputation of arm and hand (complete) (partial)","Open Wounds","Injury And Poisoning"
"890",FALSE,"Open wound of hip and thigh","Open wound of hip and thigh","890","Open wound of hip and thigh","Open Wounds","Injury And Poisoning"
"8900",TRUE,"Open wound of hip/thigh","Open wound of hip and thigh, without mention of complication","890","Open wound of hip and thigh","Open Wounds","Injury And Poisoning"
"8901",TRUE,"Open wnd hip/thigh-compl","Open wound of hip and thigh, complicated","890","Open wound of hip and thigh","Open Wounds","Injury And Poisoning"
"8902",TRUE,"Opn wnd hip/thigh w tend","Open wound of hip and thigh, with tendon involvement","890","Open wound of hip and thigh","Open Wounds","Injury And Poisoning"
"891",FALSE,"Open wound of knee, leg [except thigh], and ankle","Open wound of knee, leg [except thigh], and ankle","891","Open wound of knee, leg [except thigh], and ankle","Open Wounds","Injury And Poisoning"
"8910",TRUE,"Open wnd knee/leg/ankle","Open wound of knee, leg [except thigh], and ankle, without mention of complication","891","Open wound of knee, leg [except thigh], and ankle","Open Wounds","Injury And Poisoning"
"8911",TRUE,"Open wnd knee/leg-compl","Open wound of knee, leg [except thigh], and ankle, complicated","891","Open wound of knee, leg [except thigh], and ankle","Open Wounds","Injury And Poisoning"
"8912",TRUE,"Opn wnd knee/leg w tendn","Open wound of knee, leg [except thigh], and ankle, with tendon involvement","891","Open wound of knee, leg [except thigh], and ankle","Open Wounds","Injury And Poisoning"
"892",FALSE,"Open wound of foot except toe(s) alone","Open wound of foot except toe(s) alone","892","Open wound of foot except toe(s) alone","Open Wounds","Injury And Poisoning"
"8920",TRUE,"Open wound of foot","Open wound of foot except toe(s) alone, without mention of complication","892","Open wound of foot except toe(s) alone","Open Wounds","Injury And Poisoning"
"8921",TRUE,"Open wound foot-compl","Open wound of foot except toe(s) alone, complicated","892","Open wound of foot except toe(s) alone","Open Wounds","Injury And Poisoning"
"8922",TRUE,"Open wound foot w tendon","Open wound of foot except toe(s) alone, with tendon involvement","892","Open wound of foot except toe(s) alone","Open Wounds","Injury And Poisoning"
"893",FALSE,"Open wound of toe(s)","Open wound of toe(s)","893","Open wound of toe(s)","Open Wounds","Injury And Poisoning"
"8930",TRUE,"Open wound of toe","Open wound of toe(s), without mention of complication","893","Open wound of toe(s)","Open Wounds","Injury And Poisoning"
"8931",TRUE,"Open wound toe-compl","Open wound of toe(s), complicated","893","Open wound of toe(s)","Open Wounds","Injury And Poisoning"
"8932",TRUE,"Open wound toe w tendon","Open wound of toe(s), with tendon involvement","893","Open wound of toe(s)","Open Wounds","Injury And Poisoning"
"894",FALSE,"Multiple and unspecified open wound of lower limb","Multiple and unspecified open wound of lower limb","894","Multiple and unspecified open wound of lower limb","Open Wounds","Injury And Poisoning"
"8940",TRUE,"Open wound of leg NEC","Multiple and unspecified open wound of lower limb, without mention of complication","894","Multiple and unspecified open wound of lower limb","Open Wounds","Injury And Poisoning"
"8941",TRUE,"Open wound leg NEC-compl","Multiple and unspecified open wound of lower limb, complicated","894","Multiple and unspecified open wound of lower limb","Open Wounds","Injury And Poisoning"
"8942",TRUE,"Opn wnd leg NEC w tendon","Multiple and unspecified open wound of lower limb, with tendon involvement","894","Multiple and unspecified open wound of lower limb","Open Wounds","Injury And Poisoning"
"895",FALSE,"Traumatic amputation of toe(s) (complete) (partial)","Traumatic amputation of toe(s) (complete) (partial)","895","Traumatic amputation of toe(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8950",TRUE,"Amputation toe","Traumatic amputation of toe(s) (complete) (partial), without mention of complication","895","Traumatic amputation of toe(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8951",TRUE,"Amputation toe-complicat","Traumatic amputation of toe(s) (complete) (partial), complicated","895","Traumatic amputation of toe(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"896",FALSE,"Traumatic amputation of foot (complete) (partial)","Traumatic amputation of foot (complete) (partial)","896","Traumatic amputation of foot (complete) (partial)","Open Wounds","Injury And Poisoning"
"8960",TRUE,"Amputation foot, unilat","Traumatic amputation of foot (complete) (partial), unilateral, without mention of complication","896","Traumatic amputation of foot (complete) (partial)","Open Wounds","Injury And Poisoning"
"8961",TRUE,"Amput foot, unilat-compl","Traumatic amputation of foot (complete) (partial), unilateral, complicated","896","Traumatic amputation of foot (complete) (partial)","Open Wounds","Injury And Poisoning"
"8962",TRUE,"Amputation foot, bilat","Traumatic amputation of foot (complete) (partial), bilateral, without mention of complication","896","Traumatic amputation of foot (complete) (partial)","Open Wounds","Injury And Poisoning"
"8963",TRUE,"Amputat foot, bilat-comp","Traumatic amputation of foot (complete) (partial), bilateral, complicated","896","Traumatic amputation of foot (complete) (partial)","Open Wounds","Injury And Poisoning"
"897",FALSE,"Traumatic amputation of leg(s) (complete) (partial)","Traumatic amputation of leg(s) (complete) (partial)","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8970",TRUE,"Amput below knee, unilat","Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, without mention of complication","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8971",TRUE,"Amputat bk, unilat-compl","Traumatic amputation of leg(s) (complete) (partial), unilateral, below knee, complicated","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8972",TRUE,"Amput above knee, unilat","Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, without mention of complication","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8973",TRUE,"Amput abv kn, unil-compl","Traumatic amputation of leg(s) (complete) (partial), unilateral, at or above knee, complicated","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8974",TRUE,"Amputat leg, unilat NOS","Traumatic amputation of leg(s) (complete) (partial), unilateral, level not specified, without mention of complication","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8975",TRUE,"Amput leg, unil NOS-comp","Traumatic amputation of leg(s) (complete) (partial), unilateral, level not specified, complicated","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8976",TRUE,"Amputation leg, bilat","Traumatic amputation of leg(s) (complete) (partial), bilateral [any level]), without mention of complication","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"8977",TRUE,"Amputat leg, bilat-compl","Traumatic amputation of leg(s) (complete) (partial), bilateral [any level], complicated","897","Traumatic amputation of leg(s) (complete) (partial)","Open Wounds","Injury And Poisoning"
"900",FALSE,"Injury to blood vessels of head and neck","Injury to blood vessels of head and neck","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"9000",FALSE,"Carotid artery","Carotid artery","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"90000",TRUE,"Injur carotid artery NOS","Injury to carotid artery, unspecified","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"90001",TRUE,"Inj common carotid arter","Injury to common carotid artery","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"90002",TRUE,"Inj external carotid art","Injury to external carotid artery","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"90003",TRUE,"Inj internal carotid art","Injury to internal carotid artery","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"9001",TRUE,"Inj internl jugular vein","Injury to internal jugular vein","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"9008",FALSE,"Other specified blood vessels of head and neck","Other specified blood vessels of head and neck","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"90081",TRUE,"Inj extern jugular vein","Injury to external jugular vein","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"90082",TRUE,"Inj mlt head/neck vessel","Injury to multiple blood vessels of head and neck","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"90089",TRUE,"Inj head/neck vessel NEC","Injury to other specified blood vessels of head and neck","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"9009",TRUE,"Inj head/neck vessel NOS","Injury to unspecified blood vessel of head and neck","900","Injury to blood vessels of head and neck","Injury To Blood Vessels","Injury And Poisoning"
"901",FALSE,"Injury to blood vessels of thorax","Injury to blood vessels of thorax","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"9010",TRUE,"Injury thoracic aorta","Injury to thoracic aorta","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"9011",TRUE,"Inj innomin/subclav art","Injury to innominate and subclavian arteries","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"9012",TRUE,"Inj superior vena cava","Injury to superior vena cava","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"9013",TRUE,"Inj innomin/subclav vein","Injury to innominate and subclavian veins","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"9014",FALSE,"Pulmonary blood vessels","Pulmonary blood vessels","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"90140",TRUE,"Inj pulmonary vessel NOS","Injury to pulmonary vessel(s), unspecified","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"90141",TRUE,"Injury pulmonary artery","Injury to pulmonary artery","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"90142",TRUE,"Injury pulmonary vein","Injury to pulmonary vein","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"9018",FALSE,"Other specified blood vessels of thorax","Other specified blood vessels of thorax","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"90181",TRUE,"Inj intercostal art/vein","Injury to intercostal artery or vein","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"90182",TRUE,"Inj int mammary art/vein","Injury to internal mammary artery or vein","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"90183",TRUE,"Inj mult thoracic vessel","Injury to multiple blood vessels of thorax","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"90189",TRUE,"Inj thoracic vessel NEC","Injury to other specified blood vessels of thorax","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"9019",TRUE,"Inj thoracic vessel NOS","Injury to unspecified blood vessel of thorax","901","Injury to blood vessels of thorax","Injury To Blood Vessels","Injury And Poisoning"
"902",FALSE,"Injury to blood vessels of abdomen and pelvis","Injury to blood vessels of abdomen and pelvis","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9020",TRUE,"Injury abdominal aorta","Injury to abdominal aorta","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9021",FALSE,"Inferior vena cava","Inferior vena cava","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90210",TRUE,"Inj infer vena cava NOS","Injury to inferior vena cava, unspecified","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90211",TRUE,"Injury hepatic veins","Injury to hepatic veins","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90219",TRUE,"Inj infer vena cava NEC","Injury to inferior vena cava, other","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9022",FALSE,"Celiac and mesenteric arteries","Celiac and mesenteric arteries","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90220",TRUE,"Inj celiac/mesen art NOS","Injury to celiac and mesenteric arteries, unspecified","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90221",TRUE,"Injury gastric artery","Injury to gastric artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90222",TRUE,"Injury hepatic artery","Injury to hepatic artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90223",TRUE,"Injury splenic artery","Injury to splenic artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90224",TRUE,"Injury celiac axis NEC","Injury to other specified branches of celiac axis","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90225",TRUE,"Inj super mesenteric art","Injury to superior mesenteric artery (trunk)","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90226",TRUE,"Inj brnch sup mesent art","Injury to primary branches of superior mesenteric artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90227",TRUE,"Inj infer mesenteric art","Injury to inferior mesenteric artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90229",TRUE,"Inj mesenteric vess NEC","Injury to celiac and mesenteric arteries, other","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9023",FALSE,"Portal and splenic veins","Portal and splenic veins","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90231",TRUE,"Inj superior mesent vein","Injury to superior mesenteric vein and primary subdivisions","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90232",TRUE,"Inj inferior mesent vein","Injury to inferior mesenteric vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90233",TRUE,"Injury portal vein","Injury to portal vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90234",TRUE,"Injury splenic vein","Injury to splenic vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90239",TRUE,"Inj port/splen vess NEC","Injury to portal and splenic veins, other","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9024",FALSE,"Renal blood vessels","Renal blood vessels","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90240",TRUE,"Injury renal vessel NOS","Injury to renal vessel(s), unspecified","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90241",TRUE,"Injury renal artery","Injury to renal artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90242",TRUE,"Injury renal vein","Injury to renal vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90249",TRUE,"Injury renal vessel NEC","Injury to renal blood vessels, other","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9025",FALSE,"Iliac blood vessels","Iliac blood vessels","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90250",TRUE,"Injury iliac vessel NOS","Injury to iliac vessel(s), unspecified","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90251",TRUE,"Inj hypogastric artery","Injury to hypogastric artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90252",TRUE,"Injury hypogastric vein","Injury to hypogastric vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90253",TRUE,"Injury iliac artery","Injury to iliac artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90254",TRUE,"Injury iliac vein","Injury to iliac vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90255",TRUE,"Injury uterine artery","Injury to uterine artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90256",TRUE,"Injury uterine vein","Injury to uterine vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90259",TRUE,"Injury iliac vessel NEC","Injury to iliac blood vessels, other","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9028",FALSE,"Other specified blood vessels of abdomen and pelvis","Other specified blood vessels of abdomen and pelvis","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90281",TRUE,"Injury ovarian artery","Injury to ovarian artery","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90282",TRUE,"Injury ovarian vein","Injury to ovarian vein","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90287",TRUE,"Inj mult abd/pelv vessel","Injury to multiple blood vessels of abdomen and pelvis","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"90289",TRUE,"Inj abdominal vessel NEC","Injury to other specified blood vessels of abdomen and pelvis","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"9029",TRUE,"Inj abdominal vessel NOS","Injury to unspecified blood vessel of abdomen and pelvis","902","Injury to blood vessels of abdomen and pelvis","Injury To Blood Vessels","Injury And Poisoning"
"903",FALSE,"Injury to blood vessels of upper extremity","Injury to blood vessels of upper extremity","903","Injury to blood vessels of upper extremity","Injury To Blood Vessels","Injury And Poisoning"
"9030",FALSE,"Axillary blood vessels","Axillary blood vessels","903","Injury to blood vessels of upper extremity","Injury To Blood Vessels","Injury And Poisoning"
"90300",TRUE,"Inj axillary vessel NOS","Injury to axillary vessel(s), unspecified","903","Injury to blood vessels of upper extremity","Injury To Blood Vessels","Injury And Poisoning"
"90301",TRUE,"Injury axillary artery","Injury to axillary artery","903","Injury to blood vessels of upper extremity","Injury To Blood Vessels","Injury And Poisoning"
"90302",TRUE,"Injury axillary vein","Injury to axillary vein","903","Injury to blood vessels of upper extremity","Injury To Blood Vessels","Injury And Poisoning"
"9031",TRUE,"Injury brachial vessels","Injury to brachial blood vessels","903","Injury to blood vessels of upper extremity","Injury To Blood Vessels","Injury And Poisoning"
